recrd,vesslterms,feature_type,chart,latdec,londec,gp_quality,depth,sounding_type,yearsunk,history,quasou,watlev
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 16530",53.8777166,-166.5465701,,13.7,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 16530",53.8715326,-166.5442391,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 16532",54.2090457,-165.6180875,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16532",54.1575564,-165.6105125,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 16432",52.7623202,173.3037975,,1.2,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 16432",52.850075,173.223556,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 16433",52.97567,173.23776,,,,,Reported,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16433",52.930024,173.134255,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 16433",52.944766,173.281672,,,,,Reported,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 16433",52.923631,173.239055,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 16436",52.729242,174.062875,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16436",52.729652,174.071721,,2.1,,,Wrecks,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16442",51.9745722,177.5559469,,20.1,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 16442",51.9724389,177.5563937,,21.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 16442",51.9685559,177.5559474,,27.4,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 16442",51.9635007,177.5506538,,23.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 16442",51.9708588,177.5612337,,23.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 16442",51.9722553,177.5592583,,25.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 16442",51.9709821,177.5499808,,21.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16442",51.9669839,177.5356454,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16442",51.9669855,177.5341248,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16442",51.9738534,177.5583778,,16.4,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16442",51.9813857,177.5555648,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16442",51.9623458,177.5513047,,15.5,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16442",51.9681665,177.5508888,,18.2,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16442",51.9745333,177.5360475,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16442",51.9525919,177.5699068,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 16446",51.393821,179.2982528,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 16446",51.391397,179.287796,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16462",51.6680103,-178.0495762,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 16476",51.8644945,-176.618397,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 16478",52.019905,-176.191491,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 16478",52.021032,-176.1825294,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 16490",52.2312068,-174.1715538,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 16382",57.108176,-170.300594,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 16382",57.1349772,-170.297855,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16041",69.6377288,-141.2584269,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 16043",70.1357115,-143.5868477,,,,,,,covers and uncovers
,,Wrecks - Visible,"US,US,graph,Chart 16044",69.977553,-144.8361861,,,,,,,always dry
,West Dock Barge,Wrecks - Visible,"US,US,reprt,17thCGD,LNM 45/09",70.3858306,-148.516786,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 02/04",30.651667,-88.028333,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11376",30.6401334,-88.035096,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11376",30.648159,-88.046681,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11376",30.753235,-88.036597,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11376",30.753813,-88.036411,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,U1,reprt,NIMA,NM 25/67",30.7165706,-88.0384552,,,,,10.7 meters/35 feet by 59.4 meters/195 feet barge,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 11378",30.3465996,-87.4200071,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 11378",30.3213278,-87.4344345,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,DB-16281-obs",30.3183889,-87.5539167,,,,,"Abandoned, rusted out barge sitting on bottom of ingram bayou, orange beach, al",,always dry
,,Wrecks - Visible,"US,US,graph,DB-16360-obs",30.3027667,-87.4838667,,,,,Sunk vessel now completely submerged just north of ono island south of intercostal orange beach .al,,always dry
,,Wrecks - Visible,"US,US,graph,chart 11378",30.3133021,-87.7209671,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 11378",30.2906273,-87.6392529,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 11378",30.2550831,-87.7998514,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,chart 11378",30.2566579,-87.806652,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,DB-16369-obs",30.3030333,-87.7323667,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,DB-16264-obs",30.3247699,-87.5343124,,,,,Sailboat sunk in roberts bayou,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11378",30.2549833,-88.17161,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11378",30.2621491,-87.8252109,,0.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11378",30.3175918,-87.51682,,4.2,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 11378",30.2802318,-87.6600611,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 15/16",30.3066667,-87.4983333,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11377",30.2633334,-88.0916667,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11623",30.3359803,-88.1010154,,2.1,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,H-11305 (NWID: 17326), OPR-J373-NRT1-04, x-ref: DD-13879",30.2349444,-88.0101667,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11377",30.282839,-88.1387119,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11377",30.3434851,-88.1235029,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.181809,-88.0572701,,3.6,,,,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.232955,-88.0204991,,0.1,,,Wrecks,value reported (not confirmed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-236/09",30.2349444,-88.0160833,,2.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.3183893,-88.1187931,,2.1,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.3466255,-88.0619286,,2.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.3866699,-87.8852484,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.3,-87.95,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart11376",30.213698,-88.035615,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.2333197,-88.0171543,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.2827777,-88.1491259,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.1720753,-88.0368725,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.2024488,-88.0684601,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.2498721,-88.0733569,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.3869395,-87.8852351,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 39/07",30.2816667,-88.1,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.29713,-88.130136,,,,,,depth unknown,always under water/submerged
,Civil War Vessel Tecumseh,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.2302441,-88.0270809,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.23144,-88.025894,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.1989836,-88.0667982,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1705/14",30.2188056,-88.0416389,,9.1,,,,depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H12655",30.2925833,-88.1191667,,3.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,reprt,L-1915/14",30.2342222,-88.0256667,,7.9,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 38/10",30.4502778,-88.0169444,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11380",30.4516528,-88.0961443,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11380",30.455003,-88.0916821,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 11380",30.4513581,-88.0970041,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,HS-11308",30.4926389,-88.0226111,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 11380",30.5304036,-88.1049862,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11380",30.4883484,-88.0283316,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11380",30.5449951,-88.0233426,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 53/13",30.4675,-88.05,,,,,,depth unknown,covers and uncovers
,Bahia Paraiso,Wrecks - Visible,"US,U1,graph,Chart 29123",-64.7808992,-64.0965414,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18649",37.7852514,-122.512339,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18649",37.7882521,-122.6579902,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18649",37.8042961,-122.5461704,,24.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18649",37.7439674,-122.6572186,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18649",37.799196,-122.5005901,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18649",37.781205,-122.5510801,,18.8,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18649",37.804927,-122.5408805,,28,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18649",37.7886687,-122.5985167,,14,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18649",37.7898211,-122.5543301,,18.8,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-22582",37.7869444,-122.2621944,,5.7,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18650",37.7838785,-122.2467638,,,,,,,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.7322846,-122.3604406,,7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.8138189,-122.3668346,,0.3,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18650",37.8169366,-122.4020578,,24.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-22582",37.7869519,-122.261793,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.8533333,-122.4366667,,,,,Reported,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-22693",37.7874806,-122.2639611,,6.4,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,GC-10575,DD-6886(CEF)",37.7735467,-122.3940532,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,GC-10575,DD-6886(CEF)",37.7780242,-122.2432083,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,GC-10575,DD-6886(CEF)",37.7876293,-122.2619953,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.7847428,-122.2475987,,2.4,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.7840735,-122.2547698,,0.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.7815278,-122.2594444,,5.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,GC-10575,DD-6886(CEF)",37.7691531,-122.2828079,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,D-00182",37.8199859,-122.4590623,,34.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,GC-10575,DD-6886(CEF)",37.7854559,-122.2510406,,,,,Wrecks,depth unknown,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,graph,HS-12226",37.7471861,-122.3857472,,7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.7823373,-122.2592976,,6.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,GC-10575,DD-6886(CEF)",37.7363575,-122.373077,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-22693",37.7907861,-122.2747583,,9.1,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.783549,-122.2535418,,0.3,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.7843584,-122.3790854,,14.6,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,GC-10575,DD-6886(CEF)",37.736621,-122.3713672,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,GC-10575,DD-6886(CEF)",37.7344579,-122.3748421,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.8047403,-122.3580682,,6.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-22693",37.7840179,-122.2449861,,2.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.7829167,-122.2588056,,8.5,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.8447315,-122.369609,,7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-22693",37.7726223,-122.2391929,,4.8,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18650",37.7829155,-122.2530838,,,,,,,always dry
,,"Wrecks - Submerged, nondangerous","US,US,graph,GC-10575,DD-6886(CEF)",37.7538284,-122.3782848,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-2239/12",37.7831944,-122.2542222,,2.4,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.7740472,-122.2402889,,6.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,GC-10575,DD-6886(CEF)",37.8481999,-122.4786912,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.7851349,-122.2480197,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,BP-181920,FE-477",37.7908044,-122.3831271,,21.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.7666862,-122.3236338,,4.2,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,GC-10575,DD-6886(CEF)",37.7584058,-122.219566,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,GC-10575,DD-6886(CEF)",37.8486185,-122.4785271,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-22693",37.7747333,-122.2408917,,5.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.7733778,-122.2402833,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18650",37.8160984,-122.3825547,,20.1,,,Wrecks,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.8341805,-122.4076088,,16.1,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-2115/12",37.7745833,-122.3232222,,8.8,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,GC-10575,DD-6886(CEF)",37.847801,-122.4784328,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-22693",37.7945111,-122.2798291,,3.6,,,,least depth known,always under water/submerged
