recrd,vesslterms,feature_type,chart,latdec,londec,gp_quality,depth,sounding_type,yearsunk,history,quasou,watlev
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-23911",40.6091111,-73.9013889,,8.2,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-23911",40.6135556,-73.9046389,,6.4,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-23911",40.6058056,-73.90075,,2.4,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-23911",40.6118333,-73.9150833,,3,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-23911",40.6281111,-73.9095,,2.4,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-23911",40.6081944,-73.9175278,,3.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-23911",40.6088611,-73.9171667,,1.2,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-23911",40.6068889,-73.9172222,,3.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-24581",40.5912769,-73.7494069,,3.3,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1274/14",40.5968056,-73.79075,,1.8,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1274/14",40.5979444,-73.78975,,3,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1274/14",40.6378889,-73.7475,,3.3,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1294/14",40.611005,-73.7572711,,3.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1318/14",40.5996667,-73.8174444,,3.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1318/14",40.6038611,-73.8165,,3.3,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1318/14",40.6022778,-73.8164722,,2.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1318/14",40.5936389,-73.8113611,,2.4,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1318/14",40.5984722,-73.8171111,,2.7,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1324/14",40.5827222,-73.9363611,,2.1,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1324/14",40.5828611,-73.935,,1.8,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1347/14",40.64175,-73.81925,,3.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1360/14",40.5827222,-73.8980556,,0.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-24842",40.5874611,-73.9294561,,0.9,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-24842",40.5911169,-73.9241719,,0.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-24842",40.590845,-73.9311969,,0.3,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-24842",40.5917139,-73.9309861,,0.9,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.5832924,-73.3993248,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6039465,-73.4302582,,4.8,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12352",40.6056963,-73.4278023,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6162284,-73.3143394,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6190742,-73.2885427,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6416345,-73.4328371,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6250055,-73.3852553,,,,,Reported,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6603806,-73.3921989,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12352",40.6501958,-73.3660421,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6265581,-73.3537747,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12352",40.6431302,-73.3343271,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12352",40.6482477,-73.328724,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6250378,-73.3100245,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6356255,-73.3082603,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6536192,-73.2933004,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12352",40.6669322,-73.3491023,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.678346,-73.3371808,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6771416,-73.3366811,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6680809,-73.3033582,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6755261,-73.3177545,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6747508,-73.3098162,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6550999,-73.2429548,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12352",40.6496402,-73.2431372,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6329517,-73.2367999,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.668188,-73.2795031,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6710796,-73.2368022,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6494722,-73.1903141,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12352",40.6768964,-73.0154725,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.7256892,-73.0347923,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.7481323,-73.0221437,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12352",40.7435035,-73.0168295,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.7524583,-73.024287,,,,,Reported,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12352",40.7481251,-72.978467,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,reprt,1stCGD,LNM 16/11",40.7389167,-72.9207,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12352",40.7420373,-72.8873362,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 12352",40.758475,-72.819492,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.7317749,-72.7892951,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.7433017,-72.7433757,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.7655246,-72.7442637,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12352",40.8102755,-72.6656821,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.789711,-72.6550725,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12352",40.8292452,-72.5155665,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.811679,-72.4943332,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.8332943,-72.4833187,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.8334921,-72.4661848,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.830213,-72.4793449,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6402096,-73.3319352,,,,,Wrecks,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-23772",40.6309194,-73.3101472,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1929/13",40.6271083,-73.2674917,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1929/13",40.6325611,-73.2659472,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1929/13",40.6326472,-73.2645444,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-23969",40.6350833,-73.2354444,,5.1,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,DD-23962",40.7610556,-72.7293333,,10.3,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-2280/13",40.6549167,-73.2053056,,3,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-2280/13",40.6380833,-73.2081944,,4.2,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.5974843,-73.6700978,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6212865,-73.6612289,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.5735401,-73.5790666,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.5966449,-73.556687,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12352",40.6226291,-73.4969681,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6327277,-73.5161541,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.594105,-73.730243,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6234086,-73.6563074,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.5751273,-73.5861924,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.5948361,-73.5819297,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6167029,-73.4995233,,1.8,,,,value reported (not surveyed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6289318,-73.5860361,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.5665078,-73.7278369,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6233819,-73.6611313,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.5823915,-73.587566,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.5710855,-73.5333248,,,,,Reported,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.5885771,-73.5285907,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6257136,-73.586268,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12352",40.6275858,-73.4672401,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6082206,-73.6579845,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6144045,-73.6225631,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.57698,-73.5618876,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6105676,-73.5778492,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 12352",40.6259853,-73.5870616,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12352",40.6390922,-73.5189211,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1022/14",40.6072944,-73.6425083,,2.4,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1008/14",40.5914222,-73.7193083,,3.3,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1008/14",40.58925,-73.6958917,,5.1,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1008/14",40.5897778,-73.6876639,,10.3,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1030/14",40.5969861,-73.6620611,,3,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-1030/14",40.5980917,-73.6622417,,3.3,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14770",44.526231,-75.763094,,14.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14771",44.415482,-75.849542,,,,,,,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 14772",44.403966,-75.886827,,,,,,,partly submerged at high water
,,Wrecks - Visible,"US,US,graph,Chart 14772",44.394516,-75.887088,,,,,,,partly submerged at high water
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14772",44.347504,-75.996045,,,,,,,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 14772",44.345975,-75.992427,,,,,,,partly submerged at high water
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 14772",44.34809,-75.901799,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 14772",44.332636,-75.919372,,,,,,,always under water/submerged
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 14772",44.332468,-75.91928,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14772",44.332007,-75.933529,,,,,,,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 14772",44.3781389,-75.8533136,,,,,,,partly submerged at high water
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14773",44.2824394,-76.0121327,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,9thCGD,LNM 16/00",44.2533333,-76.07,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14836",41.8921565,-80.7991946,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14836",41.8922512,-80.7993102,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14836",41.8922926,-80.7990599,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14836",41.8922133,-80.7990029,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14836",41.8922358,-80.7988461,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14836",41.8923411,-80.7988794,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14836",41.8923778,-80.7987384,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 14836",41.9083047,-80.801573,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14837",41.7613823,-81.2761391,,1.8,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14837",41.7751135,-81.2878182,,9.1,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14837",41.7717283,-81.281517,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14837",41.7497268,-81.2801748,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14844",41.4834254,-82.9019336,,0.1,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14844",41.4758635,-82.8660114,,,,,,depth unknown,always under water/submerged
,,,"US,US,graph,chart 14844",41.5217689,-82.9112781,,1.5,,,,least depth known,always under water/submerged
,,,"US,US,graph,Chart 14844",41.5559678,-82.9259338,,3.9,,,Reported 1988,value reported (not confirmed),always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 14844",41.5782738,-82.859931,,,,,,,partly submerged at high water
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14844",41.6059273,-82.8881578,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14844",41.5667666,-82.7665953,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14844",41.6118139,-82.7353549,,5.1,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14844",41.6228803,-82.6844767,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14844",41.6040998,-82.6749688,,0.3,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 14844",41.6835905,-82.9660443,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14844",41.6912561,-82.8907582,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14844",41.6862264,-82.8787204,,7,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 14844",41.7190895,-82.7878078,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14844",41.6823336,-82.6883942,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14844",41.7329961,-82.7918161,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14844",41.8284459,-82.6349163,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-11818",41.5131944,-81.7250556,,8.5,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-11818",41.5204444,-81.7160833,,9.4,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-11818",41.5127222,-81.7098889,,6.7,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-11322",41.5019944,-81.7123528,,,,,,,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14839",41.495039,-81.7128751,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14839",41.4978385,-81.7185429,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14839",41.4983261,-81.7186478,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14845",41.455098,-82.72293,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14845",41.455404,-82.72296,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14845",41.455764,-82.723092,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14845",41.455794,-82.72158,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14845",41.460666,-82.707924,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14845",41.4608775,-82.708026,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 14845",41.4617055,-82.6644241,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 14845",41.500164,-82.72848,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 14845",41.4483255,-82.645728,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14841",41.4617413,-82.1647543,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,chart 14847",41.6239792,-83.534048,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14847",41.6426939,-83.5489791,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14847",41.6423646,-83.5480073,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,9thCGD,LNM 40/79",41.628645,-83.530473,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14847",41.6619304,-83.5122764,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14847",41.6751838,-83.4881279,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14847",41.6756731,-83.4875068,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14847",41.6770232,-83.48618,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14847",41.6770088,-83.4860067,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14847",41.6799048,-83.4833145,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14847",41.687562,-83.4770621,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,chart 14847",41.6893492,-83.4772589,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,9thCGD,LNM 19/78",41.740661,-83.373738,,1.2,,,attached to buoy,value reported (not surveyed),always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,9thCGD,LNM 25/78",41.816755,-83.266684,,7.6,,,,"least depth unknown, safe clearance at value shown",always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18521",46.3162144,-123.6958947,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,DD-12303",46.262888,-124.015833,,10.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Bp185568",46.2582628,-123.9707611,,3.3,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18521",46.1620015,-123.8141166,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18521",46.142049,-123.810947,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,GC-10994",46.1626241,-123.8302586,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18521",46.3121893,-124.160075,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18521",46.2684111,-124.1195446,,10.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,L-0887/08 (DTON NWID: 16106), OPR-388-RA-07, H-11725, DTON",46.2242205,-123.9738976,,7.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18521",46.2826905,-124.0877716,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18521",46.1768435,-123.7485632,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18521",46.1718026,-123.8275154,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18521",46.2745442,-124.1245383,,7.9,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18521",46.178235,-123.9809622,,,,,,,always dry
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18521",46.2534861,-124.0993833,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18521",46.2710633,-124.0985492,,4.5,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18521",46.141683,-123.810863,,,,,,,always dry
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18521",46.2545613,-124.003301,,20.7,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18521",46.2656374,-124.0921518,,4.5,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18521",46.2568504,-123.8512015,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18521",46.2746445,-124.0445212,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18521",46.2787589,-124.0402832,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Bp185568",46.2684722,-124.0398019,,-1.2,,,,,covers and uncovers
,,"Wrecks - Submerged, dangerous","US,US,graph,Bp185568",46.265715,-124.044158,,7.6,,,,least depth known,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,reprt,13thCGD,LNM 34/15",46.2633694,-124.04565,,11.5,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18524",45.8794205,-122.7827184,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18524",46.0898433,-122.9313805,,,,,,depth unknown,always under water/submerged
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11855",46.1675789,-123.0995277,,2.4,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,BP-186350",45.8413131,-122.7933023,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18525",45.6538793,-122.8431406,,,,,,,always dry
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18525",45.7637699,-122.8180825,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,BP-186350",45.7253128,-122.7670763,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,BP-186350",45.7749234,-122.7746597,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,H-11857",45.840375,-122.7928222,,2.4,,,,least depth known,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18525",45.7256116,-122.8590284,,,,,,,always dry
,,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18525",45.7169924,-122.8680907,,,,,,depth unknown,always under water/submerged
,,Wrecks - Visible,"US,US,graph,Chart 18525",45.6518261,-122.8387913,,,,,,,always dry
,,Wrecks - Visible,"US,US,graph,Chart 18525",45.6552157,-122.8448782,,,,,,,always dry
,,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18525",45.7946597,-122.7714612,,,,,,depth unknown,covers and uncovers
